feature,mean,min,max,median,std
repeated_punctuation0,1.01336044148,0,152,0.0,2.7260527798
leetspeak0,0.000396940652532,0,3,0.0,0.0222170629011
rebus0,0.0125471972117,0,13,0.0,0.156930414283
capitalization0,1.07899118985,0,320,0.0,4.87641488401
single_letters0,0.159299060897,0,28,0.0,0.73675672248
clippings0,0.808277664827,0,28,0.0,1.17059001434
acronyms0,0.618123729306,0,86,0.0,1.06781061156
emoticons0,0.0981121115306,0,45,0.0,0.4205917193
prosody0,0.0316487559299,0,35,0.0,0.244833144469
